Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2,9,4,16,1,7,1,4,5,7,6,0,0,0,1,1,1,52,0,12,12,13,13,26.747208737520097,5,9,9,1,7,5.258313045478329,7,16.509863424778935,7.702697883931531,21911.330035645085,Dropout
1,3,6,9,1,1,0,6,6,5,7,1,0,1,1,1,1,17,1,4,6,0,4,13.62131869666773,13,10,0,13,2,1.4147886608761073,14,7.854338168928288,0.45892287536404064,81478.10033970913,Dropout
3,4,4,12,1,7,1,3,5,9,2,0,0,0,0,1,0,37,1,5,3,2,5,37.73281439831712,12,13,0,5,0,26.25218147060092,3,16.053863282604784,8.259543972560268,77942.20402895655,Dropout
2,8,5,4,1,5,0,6,5,2,3,0,1,1,0,1,0,50,0,12,14,2,4,37.576706901402034,4,7,13,7,14,9.543173429474226,3,5.754281511882424,2.0019835499698733,75830.8142020294,Graduate
3,2,6,3,0,2,0,1,8,1,8,0,0,1,1,1,1,39,1,11,4,13,9,13.832301078036608,6,0,12,12,2,8.33449059827936,2,5.85579288953801,6.009679731729356,72609.22574917894,Graduate
1,8,3,7,1,4,1,7,6,10,10,1,0,0,0,1,1,30,1,8,14,1,8,34.77707186578098,2,11,2,8,6,5.811628197034406,1,8.509305543107013,6.12582719948711,81627.71864212639,Dropout
2,2,5,17,0,2,1,2,2,10,3,0,0,1,1,1,0,34,1,8,11,12,2,7.438858641295982,4,6,14,14,13,5.054066042432828,6,0.7960337410447793,9.773704463790798,11181.393767684682,Dropout
1,4,5,5,1,3,1,1,3,1,4,1,0,1,0,2,0,49,1,5,12,4,8,24.089083369213192,1,3,0,7,1,4.8600642301155395,13,7.037727372868403,4.692884543960122,59612.81046733952,Dropout
1,8,7,7,1,3,0,2,4,5,10,1,0,0,1,2,1,42,0,5,8,4,14,2.1481266996697546,13,9,10,3,7,32.86269069501107,1,6.457986781917846,9.928828873033778,20913.506655421177,Graduate
3,6,2,12,0,2,1,4,6,9,10,0,0,1,1,1,0,52,1,14,13,10,0,13.03065718626732,4,3,2,7,11,20.833477281636497,4,3.9107042814588677,3.4638140349950475,60497.62941504935,Dropout
1,1,4,12,0,9,0,9,4,10,8,0,0,0,0,3,1,21,0,2,7,5,3,25.686933225357095,6,6,0,9,8,12.942338186505754,12,5.334577297610233,1.7437892959129364,12773.606941276088,Dropout
2,5,8,1,1,2,1,3,6,7,1,0,1,1,0,3,1,35,0,14,13,8,6,15.939834779923366,1,14,2,11,12,37.54426845682872,12,0.9769319749192551,1.4144023128316197,88691.99051128274,Dropout
1,1,7,7,0,3,0,4,6,10,11,0,1,1,0,2,0,33,0,6,7,6,0,24.469307985560512,7,10,6,11,1,16.301964716859075,2,11.048236901237427,0.2605804240016518,17318.16656573674,Dropout
3,2,1,1,0,6,1,2,8,11,7,0,1,1,1,3,0,18,0,7,11,1,4,10.024855965208896,10,4,2,1,7,8.68769966265759,11,7.635906783039359,6.297706754699526,36109.69632501061,Graduate
2,1,3,13,0,9,0,9,3,5,11,0,0,1,0,1,0,49,1,3,10,1,11,39.68239677253363,4,10,3,6,12,28.89102000937114,6,0.9154966311645518,9.6735670154352,31620.879844886487,Graduate
1,1,8,1,0,4,1,1,8,11,1,0,1,1,1,1,0,52,0,6,7,14,13,17.08906095368002,12,13,4,10,0,24.035743992226358,7,1.7629188728720724,6.551673752805969,88111.7484060574,Dropout
2,4,7,8,0,3,0,5,3,10,5,1,1,0,0,2,0,40,0,8,9,2,8,15.613950100378332,9,4,12,2,6,26.467941306299746,11,14.688373398109992,6.974429589965531,82954.97331863458,Dropout
2,7,5,11,0,3,1,2,7,3,3,1,1,0,1,2,1,31,0,5,6,5,12,22.671368831304072,13,11,14,11,5,38.3958277002891,7,5.9188847407274885,3.235705126313171,20284.704757661886,Dropout
3,1,2,11,1,1,1,3,9,2,10,1,0,0,1,1,0,41,1,4,12,2,4,23.71316596062671,0,13,4,0,3,26.371599245545397,10,8.355258649506688,4.818797843869276,47602.78789847534,Dropout
3,1,6,7,0,6,0,6,3,6,3,1,1,1,1,1,0,39,0,11,7,4,2,12.811102343472417,10,14,9,6,9,16.654169523148276,3,11.19790111069068,7.540977255869259,80416.83090323943,Dropout
3,4,3,2,1,4,0,1,7,7,4,1,0,1,0,1,0,21,1,3,5,12,6,7.957640026707713,10,13,10,2,7,14.686606613286909,10,14.23160610000632,3.085527561137159,17371.61822401248,Dropout
3,9,6,14,1,5,1,3,4,3,5,0,0,1,1,1,0,50,0,13,14,14,4,11.56886470348617,4,3,9,5,12,20.015095697427483,1,9.901215706359721,0.5706267453677327,40501.02952578204,Dropout
3,3,7,10,1,4,0,1,9,2,7,0,0,1,1,2,1,20,1,11,7,13,8,15.331732998913754,14,9,14,9,11,21.436234790066585,6,11.135885328920565,7.3835655393050725,58531.30570682236,Dropout
2,1,2,5,1,6,1,8,8,4,11,1,0,0,0,1,0,49,1,5,8,8,3,32.26215880623239,13,1,11,14,2,0.609047772351472,0,0.31175017585548304,7.7297252114043395,17408.278925513427,Dropout
3,7,4,6,1,4,1,3,1,2,6,0,0,0,1,1,0,49,0,1,9,14,3,0.014036726455297632,1,4,9,5,12,39.40560118949841,8,0.9586272348884028,4.606930532474252,21495.27236407724,Dropout
2,5,5,17,0,5,0,6,9,6,10,1,1,0,0,3,0,35,1,9,0,10,5,9.889188730733757,5,3,1,10,6,11.428006907308124,1,12.00776476229228,8.703909160575549,19109.040673590778,Dropout
3,6,4,8,0,5,0,8,2,11,9,0,0,1,1,1,0,24,1,6,10,6,5,32.55919970080989,7,12,0,6,11,13.16692074519871,5,9.303464494240469,0.06433462798692724,25138.26491513125,Dropout
1,9,8,11,1,7,1,7,4,9,3,1,1,1,0,1,0,38,0,10,0,9,10,4.5269348318562,2,5,3,2,11,15.089183331836162,2,14.801571358444345,0.632530854680704,47393.065265395584,Dropout
3,1,5,15,1,2,1,3,5,5,10,1,1,1,1,2,1,54,1,3,3,14,11,15.997193528823157,2,14,3,11,11,11.34577626395814,9,3.8667374862979886,5.466441057433516,47474.55056641166,Graduate
1,9,7,11,1,6,1,7,6,10,11,1,1,1,1,1,0,36,0,13,0,10,4,29.238411431403755,8,9,4,4,3,39.97441259387249,12,11.198507577651945,5.256505544386099,33857.913259935725,Dropout
2,8,9,13,1,3,0,1,7,4,2,0,0,1,0,3,1,52,0,3,8,9,9,5.008334146719893,14,5,8,11,12,32.72129605091868,5,5.062856414065379,7.459795116037976,36951.99069164043,Graduate
1,1,6,13,0,9,1,6,2,6,2,0,0,0,0,3,0,51,1,12,2,6,7,9.057599933246138,10,2,9,4,10,31.543808670721734,7,14.569589362277808,7.391053760439864,51244.58361205471,Dropout
3,3,3,6,1,8,1,7,1,11,8,1,1,0,0,3,0,33,1,9,1,2,13,22.374119977569507,9,11,7,5,11,37.48899093152475,6,19.861099913726438,8.744070010611457,11008.984066266472,Graduate
2,2,9,5,1,8,1,5,4,3,6,1,0,1,0,2,1,28,0,14,14,14,10,23.08656821783922,1,5,4,10,4,11.594352267551269,14,8.275805468337879,3.9534614352657362,47282.8879992928,Dropout
1,8,6,7,1,6,1,5,9,11,7,1,0,1,1,1,0,53,1,0,10,2,11,27.060764793683205,3,14,1,0,7,21.76829596972313,0,16.757010873902406,0.7433913555185279,54809.639029624406,Dropout
3,3,9,1,0,2,0,5,4,7,3,1,0,0,0,1,0,36,0,13,0,0,0,25.470034707399044,3,2,4,11,10,7.976167297171224,9,19.24429746680726,9.74952248754214,30094.953511476193,Graduate
2,3,5,9,0,6,1,6,8,8,10,1,0,0,0,3,0,35,0,8,14,13,5,36.82864152137503,12,13,9,0,14,35.999118342737574,0,2.9653786867890486,8.03724529135095,21691.621286780974,Dropout
3,2,9,3,0,4,1,5,2,2,8,1,1,0,0,1,1,43,1,11,2,10,12,28.714835887169656,7,5,14,2,4,22.368613841401313,11,2.0870008001229468,6.501022567934851,34269.74338273905,Dropout
1,1,5,11,0,2,1,5,4,9,7,1,0,1,1,2,1,23,1,3,5,14,2,1.1133754964758324,6,13,6,6,6,28.67185546557736,13,18.58950313193241,7.521692435973922,37229.70210015436,Dropout
3,6,2,10,0,6,1,3,7,9,4,0,0,0,0,1,1,26,0,6,2,3,2,2.032114628841857,5,12,5,13,9,15.63504791879823,11,12.245313131024378,0.8262890578246984,67660.60761234682,Dropout
3,4,5,16,1,1,0,2,7,2,7,1,1,1,0,2,1,28,1,4,5,1,14,13.642319570636907,4,12,11,7,12,4.579692953117243,5,2.401474200444411,8.472476092921786,55913.51956120687,Graduate
3,3,2,8,0,3,0,7,5,9,5,1,0,0,0,2,0,17,0,0,13,8,8,20.943652284170046,5,4,9,0,7,33.8857318406358,0,5.643020565384409,6.743871588520842,10127.62375209283,Dropout
1,2,6,10,1,8,1,5,8,6,3,0,1,0,0,2,0,18,0,3,12,11,6,36.03045100402347,10,11,11,2,4,16.408016298124934,1,8.242124046862136,3.474365483574412,85165.08843736975,Dropout
1,8,7,15,0,1,1,2,7,8,3,1,1,0,1,3,0,35,1,2,10,14,6,25.91767622501554,12,0,11,11,12,29.237826484473647,10,4.3991862735537595,1.5337432565592723,56935.46544465034,Dropout
3,3,1,2,0,5,0,2,7,8,8,0,1,0,0,2,0,48,0,8,3,2,0,37.771718091092346,12,7,3,1,11,38.87124688066164,0,9.008065487681376,4.933090016286395,53352.95164098905,Graduate
3,4,7,10,1,4,1,8,1,10,7,0,1,1,1,3,0,39,1,13,9,13,8,20.886211961178258,4,0,4,2,14,19.195017554502797,6,9.301755901840021,7.470788453490856,15329.025285833475,Graduate
2,3,7,3,1,9,0,2,5,11,6,0,0,1,0,3,0,38,1,11,10,13,13,33.96580845594599,14,13,3,8,13,37.69109943122354,14,6.020421597110035,7.489680557778749,76696.90037295556,Graduate
2,8,8,15,0,2,1,2,3,5,1,1,1,1,0,2,0,52,1,5,10,1,10,36.55608858311385,11,9,4,10,10,15.533500289708932,3,6.211790568221818,0.2737787183885698,81425.95340522389,Graduate
2,7,2,9,1,6,0,1,5,8,9,1,1,1,1,3,0,36,0,1,6,14,5,25.61075972553578,1,12,11,4,12,17.88710006054538,14,19.809500362878,4.250313007547194,63417.717159292464,Dropout
1,7,3,7,1,9,1,3,5,4,1,1,0,1,0,1,1,35,0,8,3,1,5,27.593542611412154,7,5,8,1,3,9.177963009729776,3,16.84535724972835,9.222645647611632,64953.98665916977,Dropout
3,7,3,2,0,2,0,8,1,2,2,1,1,1,1,3,1,31,1,9,10,9,14,0.8173961909360994,9,2,12,1,13,26.084755054146108,2,13.913002989854533,1.4289594155225582,79880.77453835036,Graduate
1,8,4,2,0,6,1,1,6,3,9,0,1,1,1,3,1,37,0,11,11,14,12,37.18888983492807,2,11,4,0,7,2.9384413925479302,12,9.930533007382172,4.398123318238911,21823.234724205708,Dropout
1,8,2,9,1,8,1,3,6,10,3,0,1,1,1,2,1,47,1,2,8,7,0,39.36684615470483,11,5,11,4,1,9.527827451548418,8,7.205452137951371,9.277131356571655,22467.52238904335,Graduate
2,1,1,12,0,7,1,5,8,8,7,0,0,0,1,2,1,17,0,7,14,12,13,34.95282361568729,4,14,4,4,0,21.496064299594995,7,6.41316921886308,7.52539491358038,61035.9840925281,Dropout
2,1,1,7,0,6,1,4,1,9,1,0,0,1,1,3,0,29,1,8,3,6,9,6.647092651270712,10,1,11,11,5,30.70092791607342,6,7.8855516051026875,6.140223799438046,16080.224972922955,Graduate
3,7,7,3,0,9,0,6,3,9,11,0,0,1,1,1,1,45,1,8,3,2,1,30.83764997705494,10,10,0,6,2,20.787036257739224,1,16.04849121264471,1.3598549356405865,58780.86869074595,Dropout
3,4,7,8,1,1,1,6,3,11,10,1,1,1,0,2,1,25,1,1,14,11,12,0.07772108909913644,4,3,2,1,11,6.4740407421127655,9,14.066193415512405,7.31105898531328,76056.35573857548,Dropout
1,7,1,3,1,2,0,6,7,5,4,0,0,0,0,1,0,47,1,6,1,2,1,36.71286352452235,5,7,8,4,0,25.243757421470754,4,4.670228599607958,5.638111584818949,83335.04680908729,Dropout
2,5,6,17,0,8,1,9,4,7,4,0,1,1,1,1,0,45,1,11,6,5,11,16.559210301951715,6,2,3,7,9,4.375084634589932,0,19.73264870526094,3.9649685389139586,39523.385691616015,Dropout
1,8,8,10,0,4,0,2,6,11,10,0,0,1,0,1,1,39,0,3,7,6,0,3.2358354424967217,11,12,2,8,9,10.619956131091367,2,10.678075008048232,4.946917971892545,48712.8786561608,Dropout
3,2,7,5,0,8,1,8,2,4,10,1,0,1,0,3,0,42,0,2,5,0,3,30.958050481591197,11,2,8,6,13,33.917904437559315,3,14.326081797234039,1.040478718082949,16315.697375619577,Dropout
3,8,8,15,0,6,0,8,8,5,1,0,0,0,1,1,1,21,0,2,4,0,11,19.35141015234236,3,5,8,13,12,17.62374248554959,9,19.745533313108957,0.3410132433318769,86505.78660495722,Graduate
2,8,4,5,0,4,0,9,7,11,7,0,0,0,0,1,1,26,0,13,4,1,3,1.2450174859507257,11,4,5,6,0,12.745690069958897,9,16.289750524993803,6.431544017736738,27822.553249449942,Dropout
1,4,3,3,0,3,1,8,4,11,7,1,0,1,1,3,0,50,1,12,3,13,7,24.25509412329758,10,7,5,6,6,38.18359248017511,12,6.366717194362465,1.1112342083682736,62159.497278748706,Dropout
1,7,2,13,1,3,0,4,2,11,10,0,1,1,0,2,0,31,0,4,14,5,8,35.32120810665691,14,7,3,10,13,11.93751303641221,2,18.304091704155713,1.3324996363238673,11813.013668543044,Dropout
1,3,3,2,1,1,1,2,5,9,1,0,0,0,0,2,1,34,1,6,13,0,1,20.808894003433004,4,14,10,0,1,19.84055514036923,14,11.73421972609049,6.4747063994827165,86468.65602829214,Dropout
3,7,4,12,0,1,1,3,8,2,7,1,0,1,1,2,1,26,1,4,0,0,2,33.044771079957115,6,1,7,0,5,30.555003639141134,2,9.198211217470105,4.810450389065806,90745.5945982963,Dropout
2,9,7,8,1,5,1,6,9,5,5,0,1,0,0,1,1,24,0,0,4,11,7,22.476035329865343,14,10,12,10,3,1.9694656699608704,5,10.367926770173067,1.0592374698952856,54580.31319794813,Graduate
1,6,8,3,1,9,0,1,5,8,5,0,0,0,0,1,0,39,0,6,3,12,5,29.50615201932488,9,10,3,11,3,10.43675924347963,1,7.178547621857776,6.878862613736839,97562.88061571216,Dropout
3,9,5,7,0,6,1,8,7,5,5,1,0,0,1,3,1,53,1,8,8,1,5,16.48107082186085,12,3,12,2,3,15.430282998568279,9,11.696469945379377,1.8493451111828352,42569.15613055697,Dropout
1,5,5,12,0,6,1,2,8,3,7,1,0,0,1,2,1,22,0,2,1,2,5,12.83952243535872,10,1,2,7,4,20.409067156578587,10,5.1691641280220235,4.512478152422847,65214.20425406915,Dropout
1,4,8,17,1,8,1,4,3,9,3,1,1,1,0,1,1,21,0,13,3,3,14,1.5840549356490374,9,6,13,4,12,2.5593533874287466,0,18.31079615583676,7.36247082942063,73935.51923719776,Graduate
1,8,5,12,0,1,1,3,4,3,1,1,0,0,0,3,0,28,0,9,0,7,7,30.363019546441194,12,11,4,5,12,16.269062749550024,2,15.184450267639917,8.415649163378546,22250.00101173514,Dropout
1,3,1,16,1,5,1,8,2,2,2,0,0,1,1,1,0,48,1,6,0,1,10,18.31322091267043,2,14,3,1,0,5.362489740979024,6,13.22739399418478,0.9749106256486606,64382.961438238606,Dropout
3,8,8,2,1,9,0,3,5,4,6,1,0,1,1,3,1,51,1,3,14,8,5,25.3223824419278,11,5,3,10,1,24.220675881115802,9,9.297134944093576,8.824870465477595,67298.10495239848,Dropout
3,8,4,10,0,8,1,3,8,3,6,0,0,1,1,1,0,31,1,13,10,2,14,39.121375237779446,2,5,8,13,13,39.260555280036556,10,19.541439523833372,1.1743890011075386,43218.346225593035,Graduate
3,8,4,7,0,1,1,7,8,10,8,1,1,0,1,1,0,41,0,8,11,12,10,35.57662523908186,6,10,10,9,4,3.0569136739322555,0,18.874127237075687,7.179545948998044,45266.89139150399,Graduate
2,5,8,2,1,4,0,1,6,1,5,0,1,1,0,2,0,53,0,13,1,12,13,38.17382414137421,4,6,2,9,10,4.4308004777309185,5,0.7322855362774261,4.255689670140374,58163.39040970816,Dropout
2,6,9,8,1,1,0,8,8,5,3,1,1,0,0,1,1,29,0,6,10,6,10,26.080549079479237,12,2,12,2,13,1.9709621255781862,2,2.2197340927000364,5.12146987202395,12344.979716516333,Graduate
3,3,5,4,1,2,1,3,6,1,10,0,1,1,0,3,0,52,1,7,13,4,10,33.247755333894126,12,2,11,1,6,37.117531112873266,9,15.427394540616637,3.9623746487307865,88562.73647458713,Dropout
2,2,4,7,0,6,0,7,5,8,7,1,0,1,1,2,1,43,1,14,11,9,13,30.118771029836537,12,5,11,9,5,33.270928886817345,2,11.925164133373457,5.372921268443993,13943.376675147325,Dropout
3,8,9,15,0,9,1,6,7,3,8,1,0,0,0,2,0,47,1,4,11,8,9,38.91979242450323,6,1,14,7,9,22.31892461905784,0,8.746971395221836,8.680160052224789,63694.71194167069,Dropout
2,9,2,12,1,9,0,2,9,7,3,0,0,1,1,1,0,35,0,2,2,7,1,14.482434742156975,1,2,9,10,5,21.448600604816257,2,16.42619151145059,3.428762895267875,55553.722823790915,Graduate
2,9,6,5,1,6,1,6,9,7,10,0,1,0,0,2,0,19,1,11,1,6,4,27.216937186338427,0,9,14,6,12,27.038633473304575,13,5.831337746846192,5.204150768970185,23916.90428226108,Dropout
2,8,6,7,0,6,0,4,5,11,3,1,1,0,0,3,1,21,1,7,7,7,4,13.93428322714012,3,11,13,0,10,12.88327873990244,12,15.517304487520525,0.2969534442015809,61750.47365370271,Dropout
3,3,1,12,0,4,1,7,1,8,6,1,1,1,0,2,0,27,1,14,4,0,4,22.23233336349854,0,5,4,11,7,10.619848477932209,4,11.265510719830454,8.805092983110017,75085.42934566486,Dropout
3,3,4,15,1,4,1,2,5,7,5,1,0,1,1,1,1,50,0,4,11,11,10,26.88177210095317,11,4,1,0,5,9.20021445920919,4,8.107265884713366,8.750005147843876,74225.2446586948,Dropout
2,7,6,6,0,5,0,9,9,4,8,1,1,1,0,1,0,50,1,14,2,10,2,28.972729323537383,12,11,11,9,13,9.078175530946812,1,9.972406483520327,5.750645229957234,46502.300554246045,Dropout
3,4,1,4,0,1,1,3,4,1,5,0,0,0,0,3,1,53,0,5,1,0,12,7.543690055590475,14,8,8,8,8,22.012382616447507,5,11.496056389066872,2.4738760427225994,24073.43911704339,Dropout
1,1,8,13,1,7,0,2,5,4,10,1,0,1,0,2,1,20,0,6,12,0,5,16.71184434789656,1,6,9,3,0,3.0911678795514375,13,8.009999580604658,1.4584507103931132,76385.11137669018,Dropout
1,3,1,5,0,4,0,4,3,1,8,0,0,1,1,2,1,39,0,3,3,7,0,33.28745462179879,11,10,12,10,2,27.72187492301836,8,12.865690422089875,3.5019474922400784,38078.36804459189,Dropout
2,5,1,7,1,1,0,2,2,11,3,1,1,0,0,2,1,48,1,12,4,1,3,11.678234593850817,9,9,1,8,13,6.919241628903348,6,19.699143705906693,2.2281291836700534,26920.55394936752,Dropout
3,1,1,9,0,9,0,2,7,5,8,1,0,0,0,3,0,36,1,2,7,1,3,11.206671369241384,10,13,10,14,13,7.54893216874986,9,8.107192221039645,7.967422900712295,21637.961549305903,Dropout
3,1,8,9,0,2,0,5,3,7,4,0,0,0,0,3,0,36,1,10,5,5,11,10.675978350632462,6,1,5,4,2,1.5246400914720937,12,17.528883982170036,3.3376900444720867,34400.503166001916,Graduate
3,7,1,12,0,9,1,3,3,3,11,1,1,0,0,1,1,27,0,12,7,0,13,5.499153092894056,4,3,7,11,13,24.093150575903906,1,8.204925681673988,7.737225166765227,61722.10575891769,Graduate
3,6,6,14,0,9,0,9,8,11,6,0,0,1,1,3,0,46,1,0,2,13,10,23.174729887788228,12,12,11,12,0,24.018194966384776,14,15.253786924651989,8.039427558947583,24910.800973566358,Dropout
1,5,1,14,0,7,0,5,9,2,8,1,0,1,0,1,0,43,1,8,0,12,7,12.304551322777893,7,11,3,7,9,9.699999845477535,0,4.300773262192317,0.2406998040092112,28033.44871098296,Graduate
2,4,9,13,0,8,0,1,6,9,6,0,1,0,1,3,1,44,0,9,14,5,13,24.84848366779191,10,4,8,14,12,8.509805931781532,3,8.495436042316289,4.63542835648198,64396.116754932526,Graduate
1,7,5,13,0,1,0,3,3,5,5,1,0,0,0,3,0,18,1,1,8,9,3,31.262294898260137,14,2,1,12,10,23.351021476015138,3,15.538313586529489,1.910291720737396,23058.295144532727,Dropout
3,5,3,4,0,3,1,2,5,6,1,1,1,0,1,3,0,43,1,6,9,7,8,3.6438312832482778,11,11,9,3,0,8.38808499663163,6,13.420082772066555,2.740760439833889,46561.96271661801,Dropout
1,2,4,11,1,7,1,9,9,8,9,1,0,0,0,2,0,41,0,4,2,1,4,23.021332883124455,6,10,1,13,14,14.228732883630805,10,11.83010203256439,2.5824062676186466,18487.81546246137,Dropout
2,9,7,7,1,7,0,8,9,6,10,1,1,1,1,1,0,24,0,8,3,6,13,33.010778943193465,13,7,13,14,7,39.57883148843837,2,8.270250050200655,7.2871438812765374,58019.275490272645,Dropout
1,3,5,13,1,4,0,9,5,1,2,0,0,1,1,1,1,43,1,5,6,0,0,20.539497472737583,1,1,8,1,0,18.249071629108823,1,10.267302615332401,8.462683722328547,35067.5770480137,Dropout
1,3,9,10,1,9,0,1,3,4,11,1,0,0,0,3,1,34,0,3,14,2,14,38.75268237225849,12,1,3,0,4,38.275091966631045,9,3.5921250840328223,6.570067102218275,27414.78694996203,Dropout
1,4,2,13,1,4,0,7,9,9,5,1,0,1,0,1,1,27,0,7,5,12,8,8.052037625976745,11,5,7,5,8,9.355900501908012,12,17.21593211369414,5.08684054206392,86385.62305939697,Dropout
2,9,7,11,1,8,1,9,7,10,9,1,1,1,1,1,0,49,0,11,2,7,2,21.18626541978874,0,12,0,8,2,35.979202480636594,0,16.422459326960094,1.3726097554957994,70075.68252405575,Dropout
2,1,1,17,0,2,1,8,6,9,6,1,0,1,0,2,0,33,1,2,6,7,12,27.077428547211785,2,14,5,12,10,5.130943776409267,8,12.505851845829747,5.472056163947303,23242.838761663443,Dropout
1,7,9,16,1,2,1,7,3,2,5,1,1,0,0,3,0,46,0,5,3,6,5,37.57063336980523,4,12,0,13,8,38.306177046440624,8,5.735572177957149,5.7002343578956705,17103.906885166034,Dropout
3,2,5,9,0,3,0,1,9,11,5,1,1,0,1,1,0,33,1,5,13,2,13,20.422024665417112,6,2,6,0,0,36.61467491416155,3,1.2677652630798364,1.2492189004030785,30748.951754766902,Dropout
3,8,2,16,1,4,0,4,5,3,6,1,0,0,0,1,1,52,0,10,11,4,3,10.37893532384,14,6,13,9,12,22.53430236087864,8,5.620551376957222,0.5719094337935882,43281.54454729163,Dropout
2,2,2,17,0,8,1,3,6,11,9,0,0,1,0,3,1,43,1,13,3,6,10,26.70710719766529,9,11,6,7,8,2.8389738656522256,1,13.850499383822845,2.1739937020602493,10862.034439722245,Dropout
3,3,9,11,1,9,0,1,9,9,11,1,1,1,0,2,1,42,0,4,3,1,5,36.68388513205905,11,4,12,0,13,2.7562204222476216,8,19.582833695356438,0.668204119163538,93920.72771769842,Dropout
3,4,2,17,1,9,1,7,7,5,10,0,1,0,0,1,1,45,1,4,9,9,6,19.784942388911176,1,12,4,7,0,7.0214079123598605,0,17.82366307369841,5.9594472443686595,33632.5665427385,Dropout
3,1,5,16,1,4,0,5,8,5,6,1,0,0,0,3,0,38,1,0,5,13,12,39.33455488336482,3,0,12,11,2,9.890591059942713,14,10.322871539473743,2.7864261915784505,56568.07819415206,Dropout
2,4,7,7,1,6,1,7,6,5,4,0,0,0,0,3,0,35,1,11,13,13,5,7.31663350114327,3,11,1,9,2,27.416059452788627,13,10.42114838608766,4.848445079386705,20355.718076397054,Dropout
2,7,6,16,0,2,1,4,7,6,3,1,0,1,0,2,1,39,0,9,2,10,3,36.167371937869376,6,0,0,7,11,8.825312234644187,6,13.37324226070631,8.221994691343141,39469.7301813667,Dropout
3,5,3,14,1,8,1,4,2,7,8,0,1,1,0,2,0,22,0,9,6,7,12,26.901260576348438,12,14,10,7,6,33.23811857241112,1,19.104204102111368,2.0462811706123194,14323.847982969177,Dropout
2,6,4,11,0,9,0,8,7,5,10,0,0,0,0,3,1,46,1,2,14,8,12,28.64700461827841,7,1,13,0,6,7.939763515237521,6,1.3272878655416998,3.806690212638059,61111.57641907893,Dropout
2,1,8,16,0,9,0,7,8,11,7,0,0,1,0,2,1,25,1,12,2,10,3,16.27320460852672,6,0,6,3,1,27.128227604830272,0,9.826019258465061,6.994411125088792,34789.85194618111,Dropout
1,3,3,16,0,8,0,2,4,4,3,1,0,0,0,1,0,35,1,10,1,5,0,37.13236991522432,1,11,4,1,13,35.657508191016426,5,10.212605833502453,8.772788426369054,78689.76458288192,Dropout
3,5,5,12,1,2,1,4,3,8,5,0,1,1,1,1,1,42,1,9,6,2,3,25.35183874467024,14,5,8,13,6,16.428553084771394,12,1.2064771715531797,5.569745895949586,76694.6739749399,Dropout
2,1,2,10,1,9,1,3,7,1,2,0,1,1,0,2,0,42,1,4,11,0,0,5.135088928927369,7,5,11,7,10,0.9943337639274175,14,12.534622777344255,2.138625647835947,86354.96180031828,Dropout
1,4,3,9,0,9,1,2,6,6,4,1,0,0,1,1,1,28,0,7,4,3,2,1.2563754668058902,7,7,10,8,10,8.747258952616654,1,14.138750072645337,5.85239280037451,99572.60777243222,Dropout
2,2,2,5,0,4,1,9,4,6,6,0,0,0,1,3,0,48,0,13,1,10,14,8.928919082336355,14,9,7,9,9,23.800017600556988,1,2.577876415546867,3.057735404215567,28395.76102580721,Dropout
2,3,3,8,1,4,0,1,4,6,7,1,0,1,0,1,1,19,0,3,3,10,14,0.19638102942555857,9,7,12,13,7,3.729054376484253,9,12.752649937611864,4.267821741318651,12242.77797037603,Dropout
1,5,4,2,1,3,1,3,3,6,8,1,0,1,0,3,1,50,0,9,9,1,6,27.058676463587684,14,3,1,1,13,31.43151558846752,2,8.167489381654974,9.23506184439521,13071.51011392032,Graduate
3,9,9,12,1,9,0,3,3,7,5,0,1,0,0,3,0,22,0,5,14,5,10,38.45796067584533,12,2,6,11,1,23.99425258630572,5,11.700028836382774,8.012062803137828,87409.46740309418,Dropout
3,1,7,11,0,1,0,3,4,9,9,0,1,1,0,2,0,26,1,8,5,4,2,29.17048890935343,13,14,2,7,12,18.028265201018442,7,7.568322192385009,8.064440534183445,79625.82548117358,Dropout
2,8,6,11,1,1,0,9,1,8,9,0,1,1,0,3,0,41,1,3,1,3,3,38.710061336940235,2,1,11,9,0,21.564998398110387,7,2.0493195955039956,4.791700936101705,86148.75111535855,Dropout
3,2,3,8,1,3,0,5,7,2,4,0,0,1,0,2,0,37,0,2,7,7,10,24.649937480977297,0,3,5,7,5,32.608340819854014,7,13.68505410941549,1.9691745834486907,13109.503966048807,Dropout
3,5,5,4,0,6,1,1,1,8,1,1,1,0,0,3,1,42,1,10,6,14,14,17.437722739766002,0,13,6,1,0,33.04050972482469,1,16.908618460146386,1.1563301649294233,49250.11659550257,Dropout
